****************************
RPMD potential of mean force
****************************

Temperature                             = 300 K
-0.03014960  0.0038186444
-0.03012360  0.0038200339
-0.03009760  0.0038214157
-0.03007160  0.0038227897
-0.03004560  0.0038241560
-0.03001960  0.0038255144
-0.02999360  0.0038268651
-0.02996760  0.0038282080
-0.02994160  0.0038295432
-0.02991560  0.0038308705
-0.02988960  0.0038321901
-0.02986360  0.0038335018
-0.02983760  0.0038348058
-0.02981160  0.0038361020
-0.02978560  0.0038373905
-0.02975960  0.0038386711
-0.02973359  0.0038399440
-0.02970759  0.0038412091
-0.02968159  0.0038424664
-0.02965559  0.0038437160
-0.02962959  0.0038449578
-0.02960359  0.0038461918
-0.02957759  0.0038474181
-0.02955159  0.0038486367
-0.02952559  0.0038498475
-0.02949959  0.0038510505
-0.02947359  0.0038522459
-0.02944759  0.0038534335
-0.02942159  0.0038546133
-0.02939559  0.0038557855
-0.02936959  0.0038569500
-0.02934359  0.0038581068
-0.02931759  0.0038592559
-0.02929159  0.0038603973
-0.02926559  0.0038615310
-0.02923958  0.0038626571
-0.02921358  0.0038637756
-0.02918758  0.0038648864
-0.02916158  0.0038659896
-0.02913558  0.0038670851
-0.02910958  0.0038681731
-0.02908358  0.0038692535
-0.02905758  0.0038703263
-0.02903158  0.0038713916
-0.02900558  0.0038724493
-0.02897958  0.0038734994
-0.02895358  0.0038745421
-0.02892758  0.0038755772
-0.02890158  0.0038766048
-0.02887558  0.0038776250
-0.02884958  0.0038786377
-0.02882358  0.0038796430
-0.02879758  0.0038806408
-0.02877158  0.0038816313
-0.02874557  0.0038826143
-0.02871957  0.0038835900
-0.02869357  0.0038845583
-0.02866757  0.0038855192
-0.02864157  0.0038864729
-0.02861557  0.0038874192
-0.02858957  0.0038883583
-0.02856357  0.0038892901
-0.02853757  0.0038902147
-0.02851157  0.0038911320
-0.02848557  0.0038920422
-0.02845957  0.0038929451
-0.02843357  0.0038938410
-0.02840757  0.0038947296
-0.02838157  0.0038956112
-0.02835557  0.0038964857
-0.02832957  0.0038973531
-0.02830357  0.0038982135
-0.02827757  0.0038990669
-0.02825157  0.0038999132
-0.02822556  0.0039007526
-0.02819956  0.0039015851
-0.02817356  0.0039024106
-0.02814756  0.0039032292
-0.02812156  0.0039040410
-0.02809556  0.0039048459
-0.02806956  0.0039056440
-0.02804356  0.0039064353
-0.02801756  0.0039072199
-0.02799156  0.0039079977
-0.02796556  0.0039087688
-0.02793956  0.0039095332
-0.02791356  0.0039102910
-0.02788756  0.0039110422
-0.02786156  0.0039117867
-0.02783556  0.0039125247
-0.02780956  0.0039132562
-0.02778356  0.0039139811
-0.02775756  0.0039146996
-0.02773155  0.0039154116
-0.02770555  0.0039161172
-0.02767955  0.0039168165
-0.02765355  0.0039175093
-0.02762755  0.0039181959
-0.02760155  0.0039188761
-0.02757555  0.0039195501
-0.02754955  0.0039202179
-0.02752355  0.0039208795
-0.02749755  0.0039215349
-0.02747155  0.0039221841
-0.02744555  0.0039228273
-0.02741955  0.0039234644
-0.02739355  0.0039240955
-0.02736755  0.0039247206
-0.02734155  0.0039253397
-0.02731555  0.0039259529
-0.02728955  0.0039265602
-0.02726355  0.0039271616
-0.02723754  0.0039277572
-0.02721154  0.0039283470
-0.02718554  0.0039289311
-0.02715954  0.0039295094
-0.02713354  0.0039300820
-0.02710754  0.0039306490
-0.02708154  0.0039312104
-0.02705554  0.0039317662
-0.02702954  0.0039323165
-0.02700354  0.0039328612
-0.02697754  0.0039334005
-0.02695154  0.0039339343
-0.02692554  0.0039344628
-0.02689954  0.0039349859
-0.02687354  0.0039355036
-0.02684754  0.0039360161
-0.02682154  0.0039365234
-0.02679554  0.0039370254
-0.02676954  0.0039375222
-0.02674353  0.0039380140
-0.02671753  0.0039385006
-0.02669153  0.0039389821
-0.02666553  0.0039394587
-0.02663953  0.0039399302
-0.02661353  0.0039403969
-0.02658753  0.0039408586
-0.02656153  0.0039413154
-0.02653553  0.0039417674
-0.02650953  0.0039422146
-0.02648353  0.0039426571
-0.02645753  0.0039430949
-0.02643153  0.0039435280
-0.02640553  0.0039439564
-0.02637953  0.0039443803
-0.02635353  0.0039447996
-0.02632753  0.0039452144
-0.02630153  0.0039456247
-0.02627553  0.0039460305
-0.02624952  0.0039464320
-0.02622352  0.0039468291
-0.02619752  0.0039472219
-0.02617152  0.0039476104
-0.02614552  0.0039479947
-0.02611952  0.0039483748
-0.02609352  0.0039487507
-0.02606752  0.0039491225
-0.02604152  0.0039494902
-0.02601552  0.0039498538
-0.02598952  0.0039502135
-0.02596352  0.0039505692
-0.02593752  0.0039509209
-0.02591152  0.0039512688
-0.02588552  0.0039516129
-0.02585952  0.0039519531
-0.02583352  0.0039522896
-0.02580752  0.0039526223
-0.02578152  0.0039529513
-0.02575552  0.0039532767
-0.02572951  0.0039535985
-0.02570351  0.0039539168
-0.02567751  0.0039542314
-0.02565151  0.0039545426
-0.02562551  0.0039548504
-0.02559951  0.0039551547
-0.02557351  0.0039554557
-0.02554751  0.0039557533
-0.02552151  0.0039560476
-0.02549551  0.0039563387
-0.02546951  0.0039566265
-0.02544351  0.0039569112
-0.02541751  0.0039571927
-0.02539151  0.0039574711
-0.02536551  0.0039577465
-0.02533951  0.0039580188
-0.02531351  0.0039582881
-0.02528751  0.0039585545
-0.02526151  0.0039588180
-0.02523550  0.0039590785
-0.02520950  0.0039593363
-0.02518350  0.0039595912
-0.02515750  0.0039598434
-0.02513150  0.0039600929
-0.02510550  0.0039603396
-0.02507950  0.0039605837
-0.02505350  0.0039608252
-0.02502750  0.0039610641
-0.02500150  0.0039613005
-0.02497550  0.0039615343
-0.02494950  0.0039617657
-0.02492350  0.0039619946
-0.02489750  0.0039622212
-0.02487150  0.0039624453
-0.02484550  0.0039626672
-0.02481950  0.0039628867
-0.02479350  0.0039631040
-0.02476750  0.0039633191
-0.02474149  0.0039635319
-0.02471549  0.0039637427
-0.02468949  0.0039639512
-0.02466349  0.0039641577
-0.02463749  0.0039643622
-0.02461149  0.0039645646
-0.02458549  0.0039647650
-0.02455949  0.0039649635
-0.02453349  0.0039651601
-0.02450749  0.0039653547
-0.02448149  0.0039655475
-0.02445549  0.0039657385
-0.02442949  0.0039659277
-0.02440349  0.0039661151
-0.02437749  0.0039663008
-0.02435149  0.0039664848
-0.02432549  0.0039666672
-0.02429949  0.0039668479
-0.02427349  0.0039670269
-0.02424748  0.0039672044
-0.02422148  0.0039673804
-0.02419548  0.0039675548
-0.02416948  0.0039677278
-0.02414348  0.0039678993
-0.02411748  0.0039680694
-0.02409148  0.0039682380
-0.02406548  0.0039684053
-0.02403948  0.0039685713
-0.02401348  0.0039687359
-0.02398748  0.0039688993
-0.02396148  0.0039690613
-0.02393548  0.0039692222
-0.02390948  0.0039693818
-0.02388348  0.0039695403
-0.02385748  0.0039696976
-0.02383148  0.0039698538
-0.02380548  0.0039700089
-0.02377948  0.0039701629
-0.02375348  0.0039703158
-0.02372747  0.0039704677
-0.02370147  0.0039706186
-0.02367547  0.0039707686
-0.02364947  0.0039709176
-0.02362347  0.0039710656
-0.02359747  0.0039712127
-0.02357147  0.0039713590
-0.02354547  0.0039715044
-0.02351947  0.0039716489
-0.02349347  0.0039717927
-0.02346747  0.0039719356
-0.02344147  0.0039720778
-0.02341547  0.0039722192
-0.02338947  0.0039723599
-0.02336347  0.0039724999
-0.02333747  0.0039726391
-0.02331147  0.0039727777
-0.02328547  0.0039729157
-0.02325947  0.0039730530
-0.02323346  0.0039731897
-0.02320746  0.0039733259
-0.02318146  0.0039734614
-0.02315546  0.0039735964
-0.02312946  0.0039737308
-0.02310346  0.0039738648
-0.02307746  0.0039739982
-0.02305146  0.0039741311
-0.02302546  0.0039742636
-0.02299946  0.0039743956
-0.02297346  0.0039745272
-0.02294746  0.0039746583
-0.02292146  0.0039747891
-0.02289546  0.0039749194
-0.02286946  0.0039750494
-0.02284346  0.0039751790
-0.02281746  0.0039753083
-0.02279146  0.0039754372
-0.02276546  0.0039755659
-0.02273945  0.0039756942
-0.02271345  0.0039758222
-0.02268745  0.0039759499
-0.02266145  0.0039760774
-0.02263545  0.0039762046
-0.02260945  0.0039763316
-0.02258345  0.0039764583
-0.02255745  0.0039765848
-0.02253145  0.0039767111
-0.02250545  0.0039768372
-0.02247945  0.0039769631
-0.02245345  0.0039770889
-0.02242745  0.0039772144
-0.02240145  0.0039773399
-0.02237545  0.0039774651
-0.02234945  0.0039775902
-0.02232345  0.0039777152
-0.02229745  0.0039778401
-0.02227145  0.0039779648
-0.02224544  0.0039780895
-0.02221944  0.0039782140
-0.02219344  0.0039783385
-0.02216744  0.0039784628
-0.02214144  0.0039785871
-0.02211544  0.0039787113
-0.02208944  0.0039788355
-0.02206344  0.0039789596
-0.02203744  0.0039790836
-0.02201144  0.0039792076
-0.02198544  0.0039793315
-0.02195944  0.0039794554
-0.02193344  0.0039795793
-0.02190744  0.0039797032
-0.02188144  0.0039798270
-0.02185544  0.0039799508
-0.02182944  0.0039800746
-0.02180344  0.0039801984
-0.02177744  0.0039803221
-0.02175144  0.0039804459
-0.02172543  0.0039805696
-0.02169943  0.0039806934
-0.02167343  0.0039808171
-0.02164743  0.0039809409
-0.02162143  0.0039810647
-0.02159543  0.0039811885
-0.02156943  0.0039813122
-0.02154343  0.0039814360
-0.02151743  0.0039815598
-0.02149143  0.0039816837
-0.02146543  0.0039818075
-0.02143943  0.0039819314
-0.02141343  0.0039820552
-0.02138743  0.0039821791
-0.02136143  0.0039823030
-0.02133543  0.0039824269
-0.02130943  0.0039825508
-0.02128343  0.0039826748
-0.02125743  0.0039827987
-0.02123142  0.0039829227
-0.02120542  0.0039830467
-0.02117942  0.0039831707
-0.02115342  0.0039832947
-0.02112742  0.0039834187
-0.02110142  0.0039835427
-0.02107542  0.0039836667
-0.02104942  0.0039837907
-0.02102342  0.0039839147
-0.02099742  0.0039840387
-0.02097142  0.0039841627
-0.02094542  0.0039842867
-0.02091942  0.0039844107
-0.02089342  0.0039845347
-0.02086742  0.0039846586
-0.02084142  0.0039847826
-0.02081542  0.0039849065
-0.02078942  0.0039850304
-0.02076342  0.0039851543
-0.02073741  0.0039852781
-0.02071141  0.0039854019
-0.02068541  0.0039855256
-0.02065941  0.0039856494
-0.02063341  0.0039857730
-0.02060741  0.0039858966
-0.02058141  0.0039860202
-0.02055541  0.0039861437
-0.02052941  0.0039862671
-0.02050341  0.0039863905
-0.02047741  0.0039865138
-0.02045141  0.0039866370
-0.02042541  0.0039867602
-0.02039941  0.0039868832
-0.02037341  0.0039870062
-0.02034741  0.0039871291
-0.02032141  0.0039872519
-0.02029541  0.0039873745
-0.02026941  0.0039874971
-0.02024340  0.0039876196
-0.02021740  0.0039877419
-0.02019140  0.0039878641
-0.02016540  0.0039879862
-0.02013940  0.0039881082
-0.02011340  0.0039882300
-0.02008740  0.0039883517
-0.02006140  0.0039884732
-0.02003540  0.0039885946
-0.02000940  0.0039887159
-0.01998340  0.0039888369
-0.01995740  0.0039889579
-0.01993140  0.0039890786
-0.01990540  0.0039891992
-0.01987940  0.0039893196
-0.01985340  0.0039894398
-0.01982740  0.0039895599
-0.01980140  0.0039896797
-0.01977540  0.0039897994
-0.01974939  0.0039899188
-0.01972339  0.0039900381
-0.01969739  0.0039901571
-0.01967139  0.0039902759
-0.01964539  0.0039903946
-0.01961939  0.0039905129
-0.01959339  0.0039906311
-0.01956739  0.0039907491
-0.01954139  0.0039908668
-0.01951539  0.0039909843
-0.01948939  0.0039911015
-0.01946339  0.0039912185
-0.01943739  0.0039913353
-0.01941139  0.0039914518
-0.01938539  0.0039915681
-0.01935939  0.0039916841
-0.01933339  0.0039917998
-0.01930739  0.0039919153
-0.01928139  0.0039920306
-0.01925539  0.0039921455
-0.01922938  0.0039922602
-0.01920338  0.0039923747
-0.01917738  0.0039924889
-0.01915138  0.0039926027
-0.01912538  0.0039927164
-0.01909938  0.0039928297
-0.01907338  0.0039929428
-0.01904738  0.0039930556
-0.01902138  0.0039931681
-0.01899538  0.0039932803
-0.01896938  0.0039933923
-0.01894338  0.0039935040
-0.01891738  0.0039936154
-0.01889138  0.0039937265
-0.01886538  0.0039938373
-0.01883938  0.0039939479
-0.01881338  0.0039940581
-0.01878738  0.0039941681
-0.01876138  0.0039942778
-0.01873537  0.0039943873
-0.01870937  0.0039944964
-0.01868337  0.0039946053
-0.01865737  0.0039947140
-0.01863137  0.0039948223
-0.01860537  0.0039949304
-0.01857937  0.0039950382
-0.01855337  0.0039951457
-0.01852737  0.0039952530
-0.01850137  0.0039953601
-0.01847537  0.0039954669
-0.01844937  0.0039955734
-0.01842337  0.0039956797
-0.01839737  0.0039957857
-0.01837137  0.0039958915
-0.01834537  0.0039959971
-0.01831937  0.0039961025
-0.01829337  0.0039962076
-0.01826737  0.0039963125
-0.01824136  0.0039964172
-0.01821536  0.0039965217
-0.01818936  0.0039966260
-0.01816336  0.0039967302
-0.01813736  0.0039968341
-0.01811136  0.0039969378
-0.01808536  0.0039970414
-0.01805936  0.0039971449
-0.01803336  0.0039972481
-0.01800736  0.0039973513
-0.01798136  0.0039974543
-0.01795536  0.0039975572
-0.01792936  0.0039976599
-0.01790336  0.0039977626
-0.01787736  0.0039978651
-0.01785136  0.0039979676
-0.01782536  0.0039980700
-0.01779936  0.0039981723
-0.01777336  0.0039982746
-0.01774735  0.0039983769
-0.01772135  0.0039984791
-0.01769535  0.0039985813
-0.01766935  0.0039986835
-0.01764335  0.0039987857
-0.01761735  0.0039988879
-0.01759135  0.0039989902
-0.01756535  0.0039990925
-0.01753935  0.0039991949
-0.01751335  0.0039992973
-0.01748735  0.0039993999
-0.01746135  0.0039995025
-0.01743535  0.0039996053
-0.01740935  0.0039997083
-0.01738335  0.0039998114
-0.01735735  0.0039999147
-0.01733135  0.0040000181
-0.01730535  0.0040001218
-0.01727935  0.0040002257
-0.01725335  0.0040003299
-0.01722734  0.0040004343
-0.01720134  0.0040005390
-0.01717534  0.0040006440
-0.01714934  0.0040007493
-0.01712334  0.0040008550
-0.01709734  0.0040009611
-0.01707134  0.0040010675
-0.01704534  0.0040011743
-0.01701934  0.0040012816
-0.01699334  0.0040013893
-0.01696734  0.0040014975
-0.01694134  0.0040016062
-0.01691534  0.0040017154
-0.01688934  0.0040018252
-0.01686334  0.0040019355
-0.01683734  0.0040020464
-0.01681134  0.0040021579
-0.01678534  0.0040022701
-0.01675934  0.0040023829
-0.01673333  0.0040024965
-0.01670733  0.0040026107
-0.01668133  0.0040027257
-0.01665533  0.0040028414
-0.01662933  0.0040029580
-0.01660333  0.0040030754
-0.01657733  0.0040031936
-0.01655133  0.0040033127
-0.01652533  0.0040034327
-0.01649933  0.0040035537
-0.01647333  0.0040036756
-0.01644733  0.0040037985
-0.01642133  0.0040039225
-0.01639533  0.0040040475
-0.01636933  0.0040041736
-0.01634333  0.0040043008
-0.01631733  0.0040044292
-0.01629133  0.0040045587
-0.01626533  0.0040046895
-0.01623932  0.0040048215
-0.01621332  0.0040049548
-0.01618732  0.0040050894
-0.01616132  0.0040052254
-0.01613532  0.0040053627
-0.01610932  0.0040055015
-0.01608332  0.0040056417
-0.01605732  0.0040057834
-0.01603132  0.0040059266
-0.01600532  0.0040060714
-0.01597932  0.0040062178
-0.01595332  0.0040063658
-0.01592732  0.0040065154
-0.01590132  0.0040066668
-0.01587532  0.0040068199
-0.01584932  0.0040069748
-0.01582332  0.0040071315
-0.01579732  0.0040072901
-0.01577132  0.0040074505
-0.01574531  0.0040076129
-0.01571931  0.0040077772
-0.01569331  0.0040079436
-0.01566731  0.0040081120
-0.01564131  0.0040082825
-0.01561531  0.0040084551
-0.01558931  0.0040086299
-0.01556331  0.0040088069
-0.01553731  0.0040089862
-0.01551131  0.0040091677
-0.01548531  0.0040093516
-0.01545931  0.0040095379
-0.01543331  0.0040097266
-0.01540731  0.0040099177
-0.01538131  0.0040101114
-0.01535531  0.0040103076
-0.01532931  0.0040105064
-0.01530331  0.0040107078
-0.01527731  0.0040109119
-0.01525131  0.0040111188
-0.01522530  0.0040113284
-0.01519930  0.0040115408
-0.01517330  0.0040117561
-0.01514730  0.0040119742
-0.01512130  0.0040121954
-0.01509530  0.0040124195
-0.01506930  0.0040126467
-0.01504330  0.0040128769
-0.01501730  0.0040131103
-0.01499130  0.0040133468
-0.01496530  0.0040135866
-0.01493930  0.0040138297
-0.01491330  0.0040140761
-0.01488730  0.0040143258
-0.01486130  0.0040145790
-0.01483530  0.0040148356
-0.01480930  0.0040150957
-0.01478330  0.0040153594
-0.01475730  0.0040156267
-0.01473129  0.0040158976
-0.01470529  0.0040161722
-0.01467929  0.0040164506
-0.01465329  0.0040167328
-0.01462729  0.0040170189
-0.01460129  0.0040173088
-0.01457529  0.0040176027
-0.01454929  0.0040179005
-0.01452329  0.0040182024
-0.01449729  0.0040185084
-0.01447129  0.0040188186
-0.01444529  0.0040191329
-0.01441929  0.0040194515
-0.01439329  0.0040197744
-0.01436729  0.0040201016
-0.01434129  0.0040204332
-0.01431529  0.0040207693
-0.01428929  0.0040211098
-0.01426329  0.0040214549
-0.01423728  0.0040218046
-0.01421128  0.0040221589
-0.01418528  0.0040225179
-0.01415928  0.0040228817
-0.01413328  0.0040232502
-0.01410728  0.0040236236
-0.01408128  0.0040240019
-0.01405528  0.0040243852
-0.01402928  0.0040247734
-0.01400328  0.0040251667
-0.01397728  0.0040255651
-0.01395128  0.0040259686
-0.01392528  0.0040263773
-0.01389928  0.0040267913
-0.01387328  0.0040272106
-0.01384728  0.0040276353
-0.01382128  0.0040280653
-0.01379528  0.0040285008
-0.01376928  0.0040289418
-0.01374327  0.0040293883
-0.01371727  0.0040298405
-0.01369127  0.0040302983
-0.01366527  0.0040307618
-0.01363927  0.0040312311
-0.01361327  0.0040317062
-0.01358727  0.0040321871
-0.01356127  0.0040326740
-0.01353527  0.0040331668
-0.01350927  0.0040336656
-0.01348327  0.0040341704
-0.01345727  0.0040346814
-0.01343127  0.0040351985
-0.01340527  0.0040357219
-0.01337927  0.0040362515
-0.01335327  0.0040367874
-0.01332727  0.0040373296
-0.01330127  0.0040378783
-0.01327527  0.0040384334
-0.01324926  0.0040389950
-0.01322326  0.0040395631
-0.01319726  0.0040401379
-0.01317126  0.0040407193
-0.01314526  0.0040413074
-0.01311926  0.0040419022
-0.01309326  0.0040425039
-0.01306726  0.0040431123
-0.01304126  0.0040437277
-0.01301526  0.0040443500
-0.01298926  0.0040449792
-0.01296326  0.0040456155
-0.01293726  0.0040462589
-0.01291126  0.0040469094
-0.01288526  0.0040475671
-0.01285926  0.0040482319
-0.01283326  0.0040489041
-0.01280726  0.0040495835
-0.01278126  0.0040502703
-0.01275526  0.0040509645
-0.01272925  0.0040516661
-0.01270325  0.0040523752
-0.01267725  0.0040530919
-0.01265125  0.0040538161
-0.01262525  0.0040545480
-0.01259925  0.0040552875
-0.01257325  0.0040560347
-0.01254725  0.0040567896
-0.01252125  0.0040575524
-0.01249525  0.0040583230
-0.01246925  0.0040591014
-0.01244325  0.0040598878
-0.01241725  0.0040606821
-0.01239125  0.0040614845
-0.01236525  0.0040622949
-0.01233925  0.0040631133
-0.01231325  0.0040639399
-0.01228725  0.0040647747
-0.01226125  0.0040656177
-0.01223524  0.0040664689
-0.01220924  0.0040673284
-0.01218324  0.0040681962
-0.01215724  0.0040690724
-0.01213124  0.0040699569
-0.01210524  0.0040708499
-0.01207924  0.0040717514
-0.01205324  0.0040726614
-0.01202724  0.0040735800
-0.01200124  0.0040745071
-0.01197524  0.0040754429
-0.01194924  0.0040763873
-0.01192324  0.0040773404
-0.01189724  0.0040783022
-0.01187124  0.0040792728
-0.01184524  0.0040802522
-0.01181924  0.0040812404
-0.01179324  0.0040822374
-0.01176724  0.0040832434
-0.01174123  0.0040842583
-0.01171523  0.0040852822
-0.01168923  0.0040863150
-0.01166323  0.0040873569
-0.01163723  0.0040884078
-0.01161123  0.0040894678
-0.01158523  0.0040905369
-0.01155923  0.0040916152
-0.01153323  0.0040927026
-0.01150723  0.0040937992
-0.01148123  0.0040949051
-0.01145523  0.0040960202
-0.01142923  0.0040971446
-0.01140323  0.0040982783
-0.01137723  0.0040994214
-0.01135123  0.0041005738
-0.01132523  0.0041017356
-0.01129923  0.0041029068
-0.01127323  0.0041040874
-0.01124722  0.0041052776
-0.01122122  0.0041064772
-0.01119522  0.0041076863
-0.01116922  0.0041089049
-0.01114322  0.0041101331
-0.01111722  0.0041113709
-0.01109122  0.0041126182
-0.01106522  0.0041138752
-0.01103922  0.0041151418
-0.01101322  0.0041164181
-0.01098722  0.0041177040
-0.01096122  0.0041189997
-0.01093522  0.0041203050
-0.01090922  0.0041216201
-0.01088322  0.0041229450
-0.01085722  0.0041242796
-0.01083122  0.0041256239
-0.01080522  0.0041269781
-0.01077922  0.0041283421
-0.01075322  0.0041297159
-0.01072721  0.0041310996
-0.01070121  0.0041324931
-0.01067521  0.0041338964
-0.01064921  0.0041353097
-0.01062321  0.0041367328
-0.01059721  0.0041381658
-0.01057121  0.0041396088
-0.01054521  0.0041410617
-0.01051921  0.0041425245
-0.01049321  0.0041439972
-0.01046721  0.0041454799
-0.01044121  0.0041469725
-0.01041521  0.0041484752
-0.01038921  0.0041499877
-0.01036321  0.0041515103
-0.01033721  0.0041530428
-0.01031121  0.0041545854
-0.01028521  0.0041561379
-0.01025921  0.0041577004
-0.01023320  0.0041592730
-0.01020720  0.0041608555
-0.01018120  0.0041624480
-0.01015520  0.0041640506
-0.01012920  0.0041656631
-0.01010320  0.0041672857
-0.01007720  0.0041689182
-0.01005120  0.0041705608
-0.01002520  0.0041722134
-0.00999920  0.0041738760
-0.00997320  0.0041755486
-0.00994720  0.0041772312
-0.00992120  0.0041789238
-0.00989520  0.0041806264
-0.00986920  0.0041823390
-0.00984320  0.0041840615
-0.00981720  0.0041857941
-0.00979120  0.0041875366
-0.00976520  0.0041892891
-0.00973919  0.0041910515
-0.00971319  0.0041928239
-0.00968719  0.0041946062
-0.00966119  0.0041963985
-0.00963519  0.0041982006
-0.00960919  0.0042000127
-0.00958319  0.0042018347
-0.00955719  0.0042036666
-0.00953119  0.0042055083
-0.00950519  0.0042073599
-0.00947919  0.0042092213
-0.00945319  0.0042110926
-0.00942719  0.0042129737
-0.00940119  0.0042148646
-0.00937519  0.0042167653
-0.00934919  0.0042186758
-0.00932319  0.0042205960
-0.00929719  0.0042225259
-0.00927119  0.0042244656
-0.00924518  0.0042264149
-0.00921918  0.0042283740
-0.00919318  0.0042303427
-0.00916718  0.0042323210
-0.00914118  0.0042343089
-0.00911518  0.0042363065
-0.00908918  0.0042383136
-0.00906318  0.0042403302
-0.00903718  0.0042423564
-0.00901118  0.0042443921
-0.00898518  0.0042464372
-0.00895918  0.0042484918
-0.00893318  0.0042505558
-0.00890718  0.0042526292
-0.00888118  0.0042547120
-0.00885518  0.0042568041
-0.00882918  0.0042589055
-0.00880318  0.0042610162
-0.00877718  0.0042631361
-0.00875118  0.0042652653
-0.00872517  0.0042674036
-0.00869917  0.0042695511
-0.00867317  0.0042717077
-0.00864717  0.0042738734
-0.00862117  0.0042760482
-0.00859517  0.0042782319
-0.00856917  0.0042804247
-0.00854317  0.0042826264
-0.00851717  0.0042848371
-0.00849117  0.0042870566
-0.00846517  0.0042892849
-0.00843917  0.0042915220
-0.00841317  0.0042937680
-0.00838717  0.0042960226
-0.00836117  0.0042982859
-0.00833517  0.0043005579
-0.00830917  0.0043028384
-0.00828317  0.0043051276
-0.00825717  0.0043074252
-0.00823116  0.0043097314
-0.00820516  0.0043120459
-0.00817916  0.0043143689
-0.00815316  0.0043167002
-0.00812716  0.0043190398
-0.00810116  0.0043213876
-0.00807516  0.0043237437
-0.00804916  0.0043261079
-0.00802316  0.0043284802
-0.00799716  0.0043308606
-0.00797116  0.0043332491
-0.00794516  0.0043356455
-0.00791916  0.0043380498
-0.00789316  0.0043404620
-0.00786716  0.0043428820
-0.00784116  0.0043453098
-0.00781516  0.0043477452
-0.00778916  0.0043501884
-0.00776316  0.0043526392
-0.00773715  0.0043550975
-0.00771115  0.0043575633
-0.00768515  0.0043600366
-0.00765915  0.0043625173
-0.00763315  0.0043650053
-0.00760715  0.0043675006
-0.00758115  0.0043700031
-0.00755515  0.0043725128
-0.00752915  0.0043750297
-0.00750315  0.0043775535
-0.00747715  0.0043800844
-0.00745115  0.0043826222
-0.00742515  0.0043851669
-0.00739915  0.0043877184
-0.00737315  0.0043902766
-0.00734715  0.0043928415
-0.00732115  0.0043954131
-0.00729515  0.0043979913
-0.00726915  0.0044005759
-0.00724314  0.0044031670
-0.00721714  0.0044057645
-0.00719114  0.0044083683
-0.00716514  0.0044109784
-0.00713914  0.0044135946
-0.00711314  0.0044162170
-0.00708714  0.0044188454
-0.00706114  0.0044214798
-0.00703514  0.0044241202
-0.00700914  0.0044267664
-0.00698314  0.0044294183
-0.00695714  0.0044320761
-0.00693114  0.0044347394
-0.00690514  0.0044374084
-0.00687914  0.0044400828
-0.00685314  0.0044427627
-0.00682714  0.0044454480
-0.00680114  0.0044481386
-0.00677514  0.0044508344
-0.00674913  0.0044535354
-0.00672313  0.0044562414
-0.00669713  0.0044589525
-0.00667113  0.0044616685
-0.00664513  0.0044643894
-0.00661913  0.0044671151
-0.00659313  0.0044698456
-0.00656713  0.0044725806
-0.00654113  0.0044753203
-0.00651513  0.0044780644
-0.00648913  0.0044808130
-0.00646313  0.0044835659
-0.00643713  0.0044863231
-0.00641113  0.0044890845
-0.00638513  0.0044918501
-0.00635913  0.0044946196
-0.00633313  0.0044973932
-0.00630713  0.0045001706
-0.00628113  0.0045029519
-0.00625513  0.0045057368
-0.00622912  0.0045085255
-0.00620312  0.0045113177
-0.00617712  0.0045141134
-0.00615112  0.0045169126
-0.00612512  0.0045197150
-0.00609912  0.0045225208
-0.00607312  0.0045253297
-0.00604712  0.0045281417
-0.00602112  0.0045309568
-0.00599512  0.0045337748
-0.00596912  0.0045365956
-0.00594312  0.0045394193
-0.00591712  0.0045422456
-0.00589112  0.0045450746
-0.00586512  0.0045479060
-0.00583912  0.0045507400
-0.00581312  0.0045535763
-0.00578712  0.0045564149
-0.00576112  0.0045592557
-0.00573511  0.0045620986
-0.00570911  0.0045649436
-0.00568311  0.0045677905
-0.00565711  0.0045706393
-0.00563111  0.0045734899
-0.00560511  0.0045763422
-0.00557911  0.0045791961
-0.00555311  0.0045820516
-0.00552711  0.0045849085
-0.00550111  0.0045877668
-0.00547511  0.0045906264
-0.00544911  0.0045934872
-0.00542311  0.0045963491
-0.00539711  0.0045992121
-0.00537111  0.0046020760
-0.00534511  0.0046049407
-0.00531911  0.0046078063
-0.00529311  0.0046106726
-0.00526711  0.0046135394
-0.00524110  0.0046164068
-0.00521510  0.0046192747
-0.00518910  0.0046221429
-0.00516310  0.0046250114
-0.00513710  0.0046278801
-0.00511110  0.0046307488
-0.00508510  0.0046336176
-0.00505910  0.0046364864
-0.00503310  0.0046393550
-0.00500710  0.0046422233
-0.00498110  0.0046450914
-0.00495510  0.0046479590
-0.00492910  0.0046508262
-0.00490310  0.0046536928
-0.00487710  0.0046565587
-0.00485110  0.0046594239
-0.00482510  0.0046622882
-0.00479910  0.0046651517
-0.00477310  0.0046680141
-0.00474709  0.0046708755
-0.00472109  0.0046737357
-0.00469509  0.0046765947
-0.00466909  0.0046794524
-0.00464309  0.0046823086
-0.00461709  0.0046851633
-0.00459109  0.0046880165
-0.00456509  0.0046908680
-0.00453909  0.0046937177
-0.00451309  0.0046965656
-0.00448709  0.0046994116
-0.00446109  0.0047022556
-0.00443509  0.0047050975
-0.00440909  0.0047079372
-0.00438309  0.0047107748
-0.00435709  0.0047136099
-0.00433109  0.0047164427
-0.00430509  0.0047192730
-0.00427909  0.0047221007
-0.00425309  0.0047249257
